wall_time,frame_idx,timestamp_s,source,permanent_id,session_id,object_class,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,face_identified,activity,anomaly,scene_anomaly,scene_anomaly_conf,zone_name,event_type
1776250484.1764758,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_3,214,1,person,-0.2,18.0,350.1,1077.7,0.965,True,Person is walking,normal,normal,0.128,,PERSON_DETECTED
1776250484.1764758,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_3,215,2,person,547.2,264.0,641.8,587.6,0.911,True,Person is walking,normal,normal,0.128,,PERSON_DETECTED
1776250484.1764758,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_3,215,3,person,874.7,150.1,1107.3,779.5,0.904,True,Person is walking,normal,normal,0.128,,PERSON_DETECTED
1776250484.1764758,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_3,216,4,person,401.6,279.8,517.9,596.4,0.901,True,Person is walking,normal,normal,0.128,,PERSON_DETECTED
1776250484.1764758,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_3,216,5,person,871.5,253.9,952.3,554.4,0.878,True,Person is crouching,normal,normal,0.128,,PERSON_DETECTED
1776250484.1764758,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_3,215,6,person,1050.0,294.7,1142.3,632.5,0.818,True,Person is walking,normal,normal,0.128,,PERSON_DETECTED
1776250484.1764758,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_3,171,7,person,1664.7,527.7,1742.5,694.2,0.69,False,Person is walking,normal,normal,0.128,,PERSON_DETECTED
1776250484.1764758,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_3,215,8,person,742.6,324.2,785.2,455.9,0.666,True,Person is standing,normal,normal,0.128,,PERSON_DETECTED
1776250484.1764758,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_3,215,9,person,799.5,328.5,840.6,451.2,0.653,True,Person is standing,normal,normal,0.128,,PERSON_DETECTED
1776250484.1764758,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_3,215,10,person,867.0,171.0,1102.0,777.8,1.0,True,Person is walking,normal,normal,0.128,,PERSON_DETECTED
1776250484.1764758,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_3,216,11,person,392.0,287.0,504.7,593.6,1.0,True,Person is walking,normal,normal,0.128,,PERSON_DETECTED
1776250484.1764758,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_3,215,12,person,544.0,257.0,652.6,602.2,0.999,True,Person is walking,normal,normal,0.128,,PERSON_DETECTED
