wall_time,frame_idx,timestamp_s,source,permanent_id,session_id,object_class,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,face_identified,activity,anomaly,scene_anomaly,scene_anomaly_conf,zone_name,event_type
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,171,1,person,1338.1,416.2,1506.3,788.0,0.92,True,Person is walking,normal,normal,0.129,,PERSON_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,177,2,person,581.5,444.4,674.0,708.0,0.903,False,Person is walking,normal,normal,0.129,,PERSON_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,174,3,person,439.6,445.0,551.2,723.3,0.891,False,Person fighting,normal,normal,0.129,,PERSON_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,171,4,person,1444.7,430.4,1600.1,765.7,0.884,True,Person fighting,normal,normal,0.129,,PERSON_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,178,5,person,730.0,467.2,765.7,569.1,0.794,False,Person is standing,normal,normal,0.129,,PERSON_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,204,6,person,1255.3,443.8,1293.1,546.6,0.725,False,Person is standing,normal,normal,0.129,,PERSON_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,188,7,person,936.8,434.9,972.7,517.8,0.657,False,Person is standing,normal,normal,0.129,,PERSON_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,175,8,person,1015.5,424.4,1060.4,530.5,0.645,False,Person is standing,normal,normal,0.129,,PERSON_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,171,9,person,1106.6,438.9,1139.0,548.8,0.494,True,Person is standing,normal,normal,0.129,,PERSON_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,175,10,person,547.6,467.4,581.3,557.3,0.47,False,Person is standing,normal,normal,0.129,,PERSON_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,238,11,person,917.0,487.7,1014.9,585.7,0.464,False,Person fighting,normal,normal,0.129,,PERSON_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,171,12,person,1359.1,413.3,1479.4,776.0,2.309,True,Person is walking,normal,normal,0.129,,PERSON_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,177,13,person,571.0,402.1,675.6,717.8,1.503,False,Person is walking,normal,normal,0.129,,PERSON_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,,,bench,962.0,522.4,1086.1,598.9,0.822,False,,,normal,0.129,,OBJECT_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,,,handbag,415.0,536.6,491.3,623.0,0.749,False,,,normal,0.129,,OBJECT_DETECTED
1776250610.037979,0,0.0,C:\Users\sai2c\OneDrive\Pictures\surveillance_fixed\surveillance_fixed\data\mot_test_clip_1,,,umbrella,1675.3,410.4,1788.1,436.6,0.721,False,,,normal,0.129,,OBJECT_DETECTED
